구별,의료기관명,의료기관종별,의료기관주소(도로명),의료기관전화번호,데이터기준일자
분당구,서울화이트치과의원,치과의원,"경기도 성남시 분당구 장미로 78, 306호 (야탑동, 시그마Ⅲ)",031-709-2852,2026-03-04
분당구,웃는하루치과의원,치과의원,"경기도 성남시 분당구 분당로53번길 12, 302호 (서현동, 나산프라자)",031-709-2875,2026-03-04
분당구,바른소아치과치과의원,치과의원,"경기도 성남시 분당구 운중로 235, 나래메디플러스 502호 (판교동)",031-709-2879,2026-03-04
분당구,미인의원,의원,"경기도 성남시 분당구 황새울로360번길 21, 분당서현신영팰리스타워 301호 (서현동)",031-709-3009,2026-03-04
분당구,하늘체한의원,한의원,"경기도 성남시 분당구 황새울로360번길 19, 302호 (서현동, 금화빌딩)",031-709-3375,2026-03-04
분당구,분당시그니처이비인후과가정의학과의원,의원,"경기도 성남시 분당구 황새울로 332, 분당문화센터 5층 일부호 (서현동)",031-709-5000,2026-03-04
분당구,유디치과의원,치과의원,"경기도 성남시 분당구 야탑로 95, 901호 (야탑동, 세신옴니코아)",031-709-5225,2026-03-04
분당구,엠디원치과의원,치과의원,"경기도 성남시 분당구 황새울로360번길 21, 306호 (서현동, 신영팰리스타워)",031-709-5757,2026-03-04
분당구,리셋의원,의원,"경기도 성남시 분당구 황새울로342번길 21, 대정빌딩 5층 (서현동)",031-709-6644,2026-03-04
분당구,발머스한의원,한의원,"경기도 성남시 분당구 황새울로360번길 21, 402~403호 (서현동, 신영팰리스타워)",031-709-7010,2026-03-04
분당구,"오늘,맑음의원",의원,"경기도 성남시 분당구 서현로210번길 2, 5층 일부호 (서현동, 성지하이츠텔)",031-709-7202,2026-03-04
분당구,365서울수치과의원,치과의원,"경기도 성남시 분당구 성남대로925번길 16, 성남(분당)여객자동차터미널 2층 111~114호 (야탑동)",031-709-7382,2026-03-04
분당구,튼튼마디한의원,한의원,"경기도 성남시 분당구 서현로 184, 203호 (서현동, 엘지분당에클라트)",031-709-7582,2026-03-04
분당구,분당한의원,한의원,"경기도 성남시 분당구 야탑로69번길 24-8, 401~403호 (야탑동, 분당종합상가)",031-709-7600,2026-03-04
분당구,정재환한의원,한의원,"경기도 성남시 분당구 성남대로 934, 304호 (야탑동, 궁전프라자)",031-709-7893,2026-03-04
분당구,리엠의원,의원,"경기도 성남시 분당구 성남대로926번길 6, 515,516호 (야탑동, 대덕프라자)",031-709-8833,2026-03-04
분당구,황금손한의원,한의원,"경기도 성남시 분당구 서현로 204, 306호 (서현동, 분당엘지에클라트2차)",031-709-9966,2026-03-04
분당구,(학교법인)동국대학교 한의과대학 분당한방병원,한방병원,"경기도 성남시 분당구 불정로 268 (수내동, 동국대한방병원)",031-710-3700,2026-03-04
분당구,창조치과의원,치과의원,"경기도 성남시 분당구 성남대로 385, 401,401-1호 (정자동, 분당크리닉)",031-710-9610,2026-03-04
분당구,베일러이화산부인과의원,의원,"경기도 성남시 분당구 성남대로 385, 301호 302호 (정자동, 분당클리닉)",031-710-9670,2026-03-04
분당구,베일러연세이비인후과의원,의원,"경기도 성남시 분당구 성남대로 385, 301호 302호 (정자동, 분당클리닉)",031-710-9680,2026-03-04
분당구,후의원,의원,"경기도 성남시 분당구 백현로101번길 21, 5층 일부호 (수내동)",031-711-0255,2026-03-04
분당구,분당365일의원,의원,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 2층 230호 및 231-1호 (금곡동)",031-711-0365,2026-03-04
분당구,분당연세진의원,의원,"경기도 성남시 분당구 돌마로 86, 엘레강스프라자 607호 (구미동)",031-711-0676,2026-03-04
분당구,인상흠한의원,한의원,"경기도 성남시 분당구 돌마로 52, 404호 (구미동, MD프라자)",031-711-1175,2026-03-04
분당구,분당연세산부인과의원,의원,"경기도 성남시 분당구 내정로 29, 금곡프라자 205호 (정자동)",031-711-1711,2026-03-04
분당구,오성숙마취통증의학과의원,의원,"경기도 성남시 분당구 백현로 105, 209호 (수내동, 로얄팰리스하우스빌)",031-711-2589,2026-03-04
분당구,우리아이맘정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 168, 604일부호 (금곡동, 미도프라자)",031-711-2590,2026-03-04
분당구,판교자연치과의원,치과의원,"경기도 성남시 분당구 판교대장로 92, 판교대장지구 푸리마타워빌딩 주건축물제1동 2층 202호, 203호 (대장동)",031-711-2828,2026-03-04
분당구,나무하나치과의원,치과의원,"경기도 성남시 분당구 불정로 260, 302호 304호 (수내동, 장터조합상가)",031-711-2844,2026-03-04
분당구,스마일치과의원,치과의원,"경기도 성남시 분당구 느티로 69, 202호 (정자동, 숲안상가)",031-711-2875,2026-03-04
분당구,트리폴리스치과의원,치과의원,"경기도 성남시 분당구 정자일로 1, D동 102호 (금곡동, 코오롱트리폴리스)",031-711-2876,2026-03-04
분당구,조구치과의원,치과의원,"경기도 성남시 분당구 내정로165번길 38, 231호 (수내동, 양지마을602동 상가)",031-711-2888,2026-03-04
분당구,갤러리e치과의원,치과의원,"경기도 성남시 분당구 구미로 11, 705호 (구미동, 구미동빌딩)",031-711-2897,2026-03-04
분당구,산타마리24의원,의원,"경기도 성남시 분당구 정자일로198번길 15, 제나프라자 106~108호,110호 (정자동)",031-711-3119,2026-03-04
분당구,서지영소아청소년과의원,의원,"경기도 성남시 분당구 미금일로 55, 201호 (구미동, 하얀마을6단지상가동)",031-711-3623,2026-03-04
분당구,미금동안마녀의원,의원,"경기도 성남시 분당구 돌마로 75, 미금프라자 2층 206호 (금곡동)",031-711-4725,2026-03-04
분당구,해밀한의원,한의원,"경기도 성남시 분당구 돌마로 73, 202호 (금곡동, 우방코아)",031-711-5182,2026-03-04
분당구,분당삼성내과의원,의원,"경기도 성남시 분당구 성남대로 32, 보명프라자 3층 301호, 302호, 303호 (구미동)",031-711-5255,2026-03-04
분당구,분당서울여성의원,의원,"경기도 성남시 분당구 성남대로331번길 8, 킨스타워 3층 325~326호 (정자동)",031-711-5322,2026-03-04
분당구,김진걸치과의원,치과의원,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 6층, 7층 604호, 605호, 703호, 704호 (삼평동)",031-711-5406,2026-03-04
분당구,김호수소아과의원,의원,"경기도 성남시 분당구 돌마로356번길 3, 309호 (수내동, 그랜드빌딩)",031-711-5493,2026-03-04
분당구,서울에스유외과의원,의원,"경기도 성남시 분당구 돌마로 68, 분당프라자 603호 (구미동)",031-711-6875,2026-03-04
분당구,분당경희한의원,한의원,"경기도 성남시 분당구 판교로 432 (이매동, 제일프라자 202호)",031-711-7020,2026-03-04
분당구,연세가인치과의원,치과의원,"경기도 성남시 분당구 판교대장로 84, 펠리씨티-1 201호 (대장동)",031-711-7528,2026-03-04
분당구,서울문정형외과의원,의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 801,802,806호 (정자동)",031-711-7533,2026-03-04
분당구,삼성베스트신경외과의원,의원,"경기도 성남시 분당구 백현로101번길 29, C&C 빌딩 3층 (수내동)",031-711-7575,2026-03-04
분당구,배재욱한의원,한의원,"경기도 성남시 분당구 정자로 88, 성심빌딩 3층 302호 (정자동)",031-711-7588,2026-03-04
분당구,분당재활의학과의원,의원,"경기도 성남시 분당구 성남대로 345, 301호 (정자동, 정자역플라자)",031-711-7595,2026-03-04
분당구,트리플에이치과의원,치과의원,"경기도 성남시 분당구 성남대로331번길 8, 킨스타워 3층 308호 (정자동)",031-711-7765,2026-03-04
분당구,민들레한의원,한의원,"경기도 성남시 분당구 내정로 170, 306호 (수내동, 동신파크)",031-711-8518,2026-03-04
분당구,판교바른내과의원,의원,"경기도 성남시 분당구 판교대장로6길 10, 501~511호 (대장동)",031-711-8567,2026-03-04
분당구,옥토한의원,한의원,"경기도 성남시 분당구 성남대로331번길 3-9, 백궁프라자3 505호 (정자동)",031-711-8570,2026-03-04
분당구,연세더리더스내과의원,의원,"경기도 성남시 분당구 느티로 27, 4층 일부호 (정자동, 하나프라자)",031-711-8795,2026-03-04
분당구,서울N비뇨의학과의원,의원,"경기도 성남시 분당구 돌마로 52, MD프라자 6층 601~602호 (구미동)",031-711-9311,2026-03-04
분당구,서울예쁜얼굴치과의원,치과의원,"경기도 성남시 분당구 돌마로 68, 분당프라자 8층 806~809호 (구미동)",031-711-9928,2026-03-04
분당구,박진치과의원,치과의원,"경기도 성남시 분당구 내정로 170, 305호 (수내동, 동신파크빌딩)",031-712-0497,2026-03-04
분당구,더퀸즈의원,의원,"경기도 성남시 분당구 백현로101번길 12, 302호 (수내동, 세인프라자)",031-712-0522,2026-03-04
분당구,박성호치과의원,치과의원,"경기도 성남시 분당구 돌마로 361, 501호 (수내동, 동신코아빌딩)",031-712-0638,2026-03-04
분당구,하트비트분석의원,의원,"경기도 성남시 분당구 황새울로 321, 비지니스호텔갤러리 6층 601-1호 (서현동)",031-712-0773,2026-03-04
분당구,초림지세븐치과의원,치과의원,"경기도 성남시 분당구 수내로46번길 11, 308~309호 (수내동, 대덕글로리)",031-712-1002,2026-03-04
분당구,연세이사랑치과의원,치과의원,"경기도 성남시 분당구 내정로166번길 7-3, 301호 (수내동, 서기빌딩)",031-712-1027,2026-03-04
분당구,황경애한의원,한의원,"경기도 성남시 분당구 백현로101번길 20, 302호 (수내동, 그린프라자)",031-712-1300,2026-03-04
분당구,오한의원,한의원,"경기도 성남시 분당구 돌마로 361, 506호 (수내동, 동신코아빌딩)",031-712-1697,2026-03-04
분당구,한땀성형외과의원,의원,"경기도 성남시 분당구 정자일로198번길 15, 제나프라자 4층 일부호 (정자동)",031-712-1712,2026-03-04
분당구,보경내과의원,의원,"경기도 성남시 분당구 내정로 170, 308호 (수내동, 동신파크빌딩)",031-712-1872,2026-03-04
분당구,대장동경희한의원,한의원,"경기도 성남시 분당구 판교대장로 84, 펠리씨티-1 지상3층 302호 (대장동)",031-712-2075,2026-03-04
분당구,지바고한의원,한의원,"경기도 성남시 분당구 정자일로 227, 301호 (정자동, 백궁지엔느)",031-712-2112,2026-03-04
분당구,연세김동철성형외과의원,의원,"경기도 성남시 분당구 성남대로 170, 한국프라자 203, 202 일부호 (금곡동)",031-712-2114,2026-03-04
분당구,조웰구강내과치과의원,치과의원,"경기도 성남시 분당구 돌마로 68, 701,701-1호 (구미동, 분당프라자)",031-712-2275,2026-03-04
분당구,연희세브란스치과의원,치과의원,"경기도 성남시 분당구 성남대로 345, 정자역프라자 2층 202호 (정자동)",031-712-2279,2026-03-04
분당구,판교 최용훈치과의원,치과의원,"경기도 성남시 분당구 판교역로 136, B2044, B2052호 (백현동)",031-712-2311,2026-03-04
분당구,김희삼치과의원,치과의원,"경기도 성남시 분당구 내정로166번길 43, 303호 (수내동, 금산프라자)",031-712-2742,2026-03-04
분당구,이희경덴탈아트치과의원,치과의원,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 402호 (정자동)",031-712-2870,2026-03-04
분당구,연세고운미소치과의원,치과의원,"경기도 성남시 분당구 성남대로 165, 천사의도시1 오피스텔 311~315호 (금곡동)",031-712-2875,2026-03-04
분당구,닥터홍치과의원,치과의원,"경기도 성남시 분당구 돌마로366번길 8, 4-5동 203호206호 (수내동, 푸른마을상가)",031-712-2884,2026-03-04
분당구,소담한의원,한의원,"경기도 성남시 분당구 내정로 29, 301호 (정자동, 금곡프라자)",031-712-4110,2026-03-04
분당구,수내본정형외과의원,의원,"경기도 성남시 분당구 백현로101번길 22, 3층 (수내동, 성남농협)",031-712-4770,2026-03-04
분당구,경희스카이한의원,한의원,"경기도 성남시 분당구 느티로 16, 405호 (정자동, 젤존타워1)",031-712-5101,2026-03-04
분당구,삼성마취통증의학과의원,의원,"경기도 성남시 분당구 성남대로 168, 203~204호 (금곡동, 미도프라자)",031-712-5398,2026-03-04
분당구,청담윤성형외과의원,의원,"경기도 성남시 분당구 성남대로 168, 미도프라자 3층 301호 (금곡동)",031-712-5502,2026-03-04
분당구,김홍철이비인후과의원,의원,"경기도 성남시 분당구 정자로 105, 302호 (정자동, 새소망전인교육센타)",031-712-5566,2026-03-04
분당구,닥터리즈 여성의원,의원,"경기도 성남시 분당구 황새울로258번길 36, 광진프라자 503호 (수내동)",031-712-7222,2026-03-04
분당구,기운찬한의원,한의원,"경기도 성남시 분당구 미금로 39, 로얄프라자 303호 (구미동)",031-712-7510,2026-03-04
분당구,본디올분당한의원,한의원,"경기도 성남시 분당구 내정로173번길 1, 3층 (수내동, 양지마을우리은행)",031-712-7544,2026-03-04
분당구,경희김한겸한의원,한의원,"경기도 성남시 분당구 느티로 16, 젤존타워1 205호 (정자동)",031-712-7582,2026-03-04
분당구,한마음치과의원,치과의원,"경기도 성남시 분당구 성남대로 168, 미도프라자 407호 (금곡동)",031-712-7675,2026-03-04
분당구,참조은한의원,한의원,"경기도 성남시 분당구 정자일로 240, 508호 (정자동, 월드프라자)",031-712-7759,2026-03-04
분당구,분당성모신경외과의원,의원,"경기도 성남시 분당구 돌마로 85, 동양프라자 301호 (금곡동)",031-712-8271,2026-03-04
분당구,연세구미치과의원,치과의원,"경기도 성남시 분당구 미금로 45, 306호 (구미동, 진도훼미리)",031-712-8275,2026-03-04
